Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hyperthyroidism,sweating,abnormal_menstruation,irritability,diarrhoea,fatigue,mood_swings,fast_heart_rate,weight_loss,restlessness,,,,,,,,
Hyperthyroidism,sweating,muscle_weakness,weight_loss,excessive_hunger,fatigue,fast_heart_rate,diarrhoea,abnormal_menstruation,irritability,swollen_blood_vessels,,,,,,,
Hyperthyroidism,excessive_hunger,diarrhoea,mood_swings,fast_heart_rate,abnormal_menstruation,fatigue,muscle_weakness,weight_loss,restlessness,,,,,,,,
Hyperthyroidism,abnormal_menstruation,fast_heart_rate,irritability,fatigue,mood_swings,weight_loss,muscle_weakness,sweating,restlessness,excessive_hunger,knee_pain,brittle_nails,,,,,
Hyperthyroidism,restlessness,fast_heart_rate,muscle_weakness,fatigue,mood_swings,sweating,anxiety,,,,,,,,,,
Hyperthyroidism,restlessness,excessive_hunger,muscle_weakness,mood_swings,weight_loss,fatigue,nausea,,,,,,,,,,
Hyperthyroidism,fast_heart_rate,weight_loss,fatigue,abnormal_menstruation,irritability,restlessness,muscle_weakness,mood_swings,sweating,diarrhoea,puffy_face_and_eyes,,,,,,
Hyperthyroidism,diarrhoea,weight_loss,fatigue,excessive_hunger,mood_swings,sweating,blurred_and_distorted_vision,blood_in_sputum,,,,,,,,,
Hyperthyroidism,mood_swings,restlessness,diarrhoea,irritability,fatigue,weight_loss,fast_heart_rate,abnormal_menstruation,,,,,,,,,
Hyperthyroidism,fast_heart_rate,weight_loss,fatigue,irritability,mood_swings,excessive_hunger,restlessness,diarrhoea,abnormal_menstruation,muscle_weakness,stomach_bleeding,,,,,,
Hyperthyroidism,weight_loss,mood_swings,diarrhoea,irritability,fatigue,abnormal_menstruation,fast_heart_rate,sweating,cold_hands_and_feets,,,,,,,,
Hyperthyroidism,irritability,diarrhoea,sweating,restlessness,muscle_weakness,abnormal_menstruation,,,,,,,,,,,
Hyperthyroidism,irritability,excessive_hunger,mood_swings,fatigue,fast_heart_rate,muscle_weakness,diarrhoea,sweating,abnormal_menstruation,restlessness,hip_joint_pain,,,,,,
Hyperthyroidism,restlessness,weight_loss,abnormal_menstruation,fast_heart_rate,muscle_weakness,mood_swings,excessive_hunger,bloody_stool,itching,,,,,,,,
Hyperthyroidism,muscle_weakness,diarrhoea,sweating,abnormal_menstruation,irritability,mood_swings,excessive_hunger,fatigue,cramps,runny_nose,,,,,,,
Hyperthyroidism,fatigue,mood_swings,irritability,fast_heart_rate,restlessness,abnormal_menstruation,sweating,unsteadiness,visual_disturbances,,,,,,,,
Hyperthyroidism,restlessness,sweating,muscle_weakness,fast_heart_rate,diarrhoea,excessive_hunger,irritability,fatigue,nausea,,,,,,,,
Hyperthyroidism,irritability,sweating,restlessness,abnormal_menstruation,excessive_hunger,weight_loss,diarrhoea,muscle_weakness,fast_heart_rate,muscle_pain,painful_walking,,,,,,
Hyperthyroidism,fast_heart_rate,abnormal_menstruation,restlessness,excessive_hunger,diarrhoea,sweating,weight_loss,muscle_weakness,yellowing_of_eyes,itching,,,,,,,
Hyperthyroidism,irritability,fast_heart_rate,restlessness,sweating,abnormal_menstruation,diarrhoea,mood_swings,fatigue,weight_loss,muscle_weakness,muscle_wasting,,,,,,
Hyperthyroidism,diarrhoea,sweating,abnormal_menstruation,fatigue,muscle_weakness,restlessness,weight_loss,watering_from_eyes,phlegm,,,,,,,,
Hyperthyroidism,restlessness,mood_swings,weight_loss,excessive_hunger,irritability,fast_heart_rate,muscle_weakness,sweating,,,,,,,,,
Hyperthyroidism,excessive_hunger,fatigue,abnormal_menstruation,muscle_weakness,diarrhoea,mood_swings,fast_heart_rate,irritability,spotting_urination,prominent_veins_on_calf,,,,,,,
Hyperthyroidism,muscle_weakness,fast_heart_rate,fatigue,abnormal_menstruation,mood_swings,irritability,restlessness,redness_of_eyes,,,,,,,,,
Hyperthyroidism,diarrhoea,muscle_weakness,sweating,irritability,excessive_hunger,restlessness,fast_heart_rate,abnormal_menstruation,pain_during_bowel_motions,bruising,,,,,,,
Hyperthyroidism,mood_swings,restlessness,excessive_hunger,irritability,abnormal_menstruation,weight_loss,fatigue,fast_heart_rate,muscle_weakness,diarrhoea,watering_from_eyes,redness_of_eyes,,,,,
Hyperthyroidism,fatigue,irritability,abnormal_menstruation,restlessness,weight_loss,mood_swings,sweating,visual_disturbances,,,,,,,,,
Hyperthyroidism,mood_swings,fatigue,weight_loss,restlessness,sweating,irritability,diarrhoea,red_sore_around_nose,prominent_veins_on_calf,,,,,,,,
Hyperthyroidism,sweating,irritability,weight_loss,restlessness,fatigue,abnormal_menstruation,muscle_weakness,mood_swings,excessive_hunger,continuous_sneezing,,,,,,,
Hyperthyroidism,irritability,excessive_hunger,mood_swings,sweating,fatigue,abnormal_menstruation,weight_loss,diarrhoea,muscle_weakness,restlessness,cramps,,,,,,
Hyperthyroidism,fast_heart_rate,diarrhoea,fatigue,muscle_weakness,weight_loss,abnormal_menstruation,stomach_bleeding,anxiety,,,,,,,,,
Hyperthyroidism,diarrhoea,sweating,weight_loss,restlessness,excessive_hunger,irritability,fatigue,mood_swings,throat_irritation,,,,,,,,
Hyperthyroidism,mood_swings,excessive_hunger,fatigue,fast_heart_rate,diarrhoea,sweating,abnormal_menstruation,restlessness,weight_loss,,,,,,,,
Hyperthyroidism,irritability,fatigue,weight_loss,muscle_weakness,excessive_hunger,mood_swings,abnormal_menstruation,sweating,fast_heart_rate,restlessness,receiving_unsterile_injections,back_pain,,,,,
Hyperthyroidism,excessive_hunger,irritability,diarrhoea,weight_loss,mood_swings,sweating,,,,,,,,,,,
Hyperthyroidism,restlessness,excessive_hunger,weight_loss,irritability,abnormal_menstruation,mood_swings,fast_heart_rate,muscle_weakness,diarrhoea,sweating,depression,weight_gain,,,,,
Hyperthyroidism,restlessness,fast_heart_rate,abnormal_menstruation,irritability,mood_swings,muscle_weakness,excessive_hunger,spinning_movements,congestion,,,,,,,,
Hyperthyroidism,diarrhoea,restlessness,excessive_hunger,fast_heart_rate,muscle_weakness,weight_loss,movement_stiffness,continuous_feel_of_urine,,,,,,,,,
Hyperthyroidism,abnormal_menstruation,muscle_weakness,irritability,sweating,mood_swings,excessive_hunger,restlessness,diarrhoea,weight_loss,fatigue,receiving_unsterile_injections,burning_micturition,,,,,
Hyperthyroidism,sweating,muscle_weakness,irritability,excessive_hunger,diarrhoea,abnormal_menstruation,weight_loss,malaise,brittle_nails,,,,,,,,
Hyperthyroidism,mood_swings,abnormal_menstruation,muscle_weakness,weight_loss,sweating,diarrhoea,excessive_hunger,fast_heart_rate,,,,,,,,,
Hyperthyroidism,mood_swings,muscle_weakness,fast_heart_rate,excessive_hunger,fatigue,restlessness,diarrhoea,abnormal_menstruation,irritability,sweating,yellow_crust_ooze,,,,,,
Hyperthyroidism,mood_swings,sweating,irritability,fast_heart_rate,diarrhoea,abnormal_menstruation,weight_loss,restlessness,muscle_weakness,shivering,cramps,,,,,,
Hyperthyroidism,excessive_hunger,weight_loss,diarrhoea,fatigue,sweating,fast_heart_rate,abnormal_menstruation,irritability,muscle_weakness,restlessness,,,,,,,
Hyperthyroidism,irritability,abnormal_menstruation,fatigue,mood_swings,fast_heart_rate,muscle_weakness,restlessness,sweating,,,,,,,,,
Hyperthyroidism,sweating,restlessness,mood_swings,fatigue,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,weight_loss,,,,,,,,
Hyperthyroidism,restlessness,fast_heart_rate,diarrhoea,sweating,weight_loss,irritability,abnormal_menstruation,,,,,,,,,,
Hyperthyroidism,muscle_weakness,excessive_hunger,irritability,weight_loss,mood_swings,sweating,fast_heart_rate,restlessness,swelled_lymph_nodes,pain_behind_the_eyes,,,,,,,
Hyperthyroidism,restlessness,fast_heart_rate,weight_loss,excessive_hunger,sweating,muscle_weakness,diarrhoea,mood_swings,fatigue,family_history,pain_behind_the_eyes,,,,,,
Hyperthyroidism,mood_swings,diarrhoea,sweating,restlessness,muscle_weakness,fatigue,weight_loss,excessive_hunger,,,,,,,,,
Hyperthyroidism,diarrhoea,irritability,mood_swings,restlessness,abnormal_menstruation,fast_heart_rate,fatigue,muscle_weakness,sinus_pressure,depression,,,,,,,
Hyperthyroidism,diarrhoea,muscle_weakness,fatigue,restlessness,excessive_hunger,weight_loss,skin_peeling,blurred_and_distorted_vision,,,,,,,,,
Hyperthyroidism,irritability,muscle_weakness,fast_heart_rate,diarrhoea,fatigue,abnormal_menstruation,restlessness,visual_disturbances,,,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,fast_heart_rate,sweating,diarrhoea,,,,,,,,,,,
Hyperthyroidism,abnormal_menstruation,muscle_weakness,fatigue,restlessness,diarrhoea,sweating,mood_swings,fast_heart_rate,excessive_hunger,internal_itching,family_history,,,,,,
Hyperthyroidism,irritability,restlessness,diarrhoea,fatigue,fast_heart_rate,weight_loss,excessive_hunger,ulcers_on_tongue,brittle_nails,,,,,,,,
Hypoglycemia,slurred_speech,irritability,excessive_hunger,nausea,palpitations,sweating,blurred_and_distorted_vision,fatigue,drying_and_tingling_lips,anxiety,headache,knee_pain,receiving_unsterile_injections,,,,
Hypoglycemia,vomiting,nausea,anxiety,slurred_speech,fatigue,drying_and_tingling_lips,blurred_and_distorted_vision,sweating,excessive_hunger,indigestion,dischromic_patches,,,,,,
Hypoglycemia,slurred_speech,excessive_hunger,sweating,headache,irritability,nausea,palpitations,breathlessness,depression,,,,,,,,
Hypoglycemia,anxiety,irritability,slurred_speech,drying_and_tingling_lips,blurred_and_distorted_vision,sweating,nausea,palpitations,vomiting,fatigue,excessive_hunger,stomach_pain,patches_in_throat,,,,
Hypoglycemia,anxiety,palpitations,slurred_speech,drying_and_tingling_lips,excessive_hunger,blurred_and_distorted_vision,sweating,vomiting,irritability,fatigue,dehydration,,,,,,
Hypoglycemia,palpitations,anxiety,excessive_hunger,drying_and_tingling_lips,nausea,headache,sweating,vomiting,fatigue,slurred_speech,,,,,,,
Hypoglycemia,vomiting,nausea,irritability,fatigue,sweating,excessive_hunger,headache,palpitations,drying_and_tingling_lips,anxiety,slurred_speech,blackheads,blood_in_sputum,,,,
Hypoglycemia,blurred_and_distorted_vision,palpitations,anxiety,irritability,vomiting,excessive_hunger,fatigue,slurred_speech,sweating,drying_and_tingling_lips,stiff_neck,puffy_face_and_eyes,,,,,
Hypoglycemia,headache,irritability,blurred_and_distorted_vision,anxiety,sweating,fatigue,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,palpitations,continuous_sneezing,muscle_weakness,,,,
Hypoglycemia,sweating,slurred_speech,fatigue,excessive_hunger,vomiting,blurred_and_distorted_vision,palpitations,headache,nodal_skin_eruptions,joint_pain,,,,,,,
Hypoglycemia,palpitations,fatigue,slurred_speech,blurred_and_distorted_vision,nausea,anxiety,vomiting,excessive_hunger,sweating,drying_and_tingling_lips,,,,,,,
Hypoglycemia,irritability,fatigue,vomiting,sweating,blurred_and_distorted_vision,nausea,excessive_hunger,palpitations,slurred_speech,drying_and_tingling_lips,,,,,,,
Hypoglycemia,blurred_and_distorted_vision,anxiety,palpitations,nausea,fatigue,excessive_hunger,sweating,vomiting,blackheads,sinus_pressure,,,,,,,
Hypoglycemia,headache,blurred_and_distorted_vision,excessive_hunger,palpitations,irritability,vomiting,fatigue,slurred_speech,small_dents_in_nails,,,,,,,,
Hypoglycemia,drying_and_tingling_lips,vomiting,sweating,irritability,blurred_and_distorted_vision,palpitations,anxiety,fatigue,headache,yellowing_of_eyes,abdominal_pain,,,,,,
Hypoglycemia,anxiety,sweating,blurred_and_distorted_vision,slurred_speech,nausea,vomiting,irritability,drying_and_tingling_lips,excessive_hunger,weakness_in_limbs,,,,,,,
Hypoglycemia,palpitations,slurred_speech,nausea,excessive_hunger,blurred_and_distorted_vision,headache,drying_and_tingling_lips,irritability,anxiety,history_of_alcohol_consumption,continuous_sneezing,,,,,,
Hypoglycemia,fatigue,excessive_hunger,sweating,slurred_speech,vomiting,irritability,headache,,,,,,,,,,
Hypoglycemia,nausea,vomiting,headache,drying_and_tingling_lips,irritability,anxiety,slurred_speech,palpitations,,,,,,,,,
Hypoglycemia,nausea,palpitations,blurred_and_distorted_vision,fatigue,excessive_hunger,drying_and_tingling_lips,sweating,anxiety,vomiting,scurring,inflammatory_nails,,,,,,
Hypoglycemia,vomiting,headache,blurred_and_distorted_vision,excessive_hunger,palpitations,sweating,irritability,drying_and_tingling_lips,anxiety,weakness_of_one_body_side,,,,,,,
Hypoglycemia,vomiting,excessive_hunger,headache,blurred_and_distorted_vision,fatigue,slurred_speech,anxiety,drying_and_tingling_lips,irritability,palpitations,nausea,yellow_crust_ooze,,,,,
Hypoglycemia,sweating,anxiety,irritability,drying_and_tingling_lips,slurred_speech,nausea,blurred_and_distorted_vision,headache,stiff_neck,loss_of_smell,,,,,,,
Hypoglycemia,anxiety,irritability,palpitations,fatigue,sweating,nausea,blurred_and_distorted_vision,drying_and_tingling_lips,excessive_hunger,headache,burning_micturition,hip_joint_pain,,,,,
Hypoglycemia,palpitations,sweating,irritability,headache,nausea,slurred_speech,excessive_hunger,acidity,swollen_blood_vessels,,,,,,,,
Hypoglycemia,sweating,blurred_and_distorted_vision,fatigue,irritability,excessive_hunger,vomiting,slurred_speech,drying_and_tingling_lips,depression,continuous_sneezing,,,,,,,
Hypoglycemia,sweating,drying_and_tingling_lips,irritability,anxiety,nausea,excessive_hunger,headache,vomiting,,,,,,,,,
Hypoglycemia,headache,sweating,blurred_and_distorted_vision,palpitations,nausea,excessive_hunger,anxiety,drying_and_tingling_lips,slurred_speech,vomiting,fatigue,swelling_joints,scurring,,,,
Hypoglycemia,drying_and_tingling_lips,vomiting,blurred_and_distorted_vision,anxiety,slurred_speech,irritability,excessive_hunger,sweating,fatigue,nausea,palpitations,bloody_stool,,,,,
Hypoglycemia,anxiety,blurred_and_distorted_vision,headache,sweating,drying_and_tingling_lips,nausea,excessive_hunger,slurred_speech,,,,,,,,,
Hypoglycemia,irritability,headache,drying_and_tingling_lips,sweating,fatigue,nausea,slurred_speech,vomiting,palpitations,excessive_hunger,anxiety,,,,,,
Hypoglycemia,anxiety,excessive_hunger,irritability,slurred_speech,palpitations,blurred_and_distorted_vision,vomiting,fatigue,headache,acidity,lethargy,,,,,,
Hypoglycemia,palpitations,blurred_and_distorted_vision,nausea,drying_and_tingling_lips,excessive_hunger,vomiting,anxiety,headache,dehydration,,,,,,,,
Hypoglycemia,drying_and_tingling_lips,slurred_speech,palpitations,headache,anxiety,nausea,excessive_hunger,,,,,,,,,,
Hypoglycemia,blurred_and_distorted_vision,sweating,excessive_hunger,vomiting,irritability,drying_and_tingling_lips,nausea,anxiety,fatigue,toxic_look_(typhos),history_of_alcohol_consumption,,,,,,
Hypoglycemia,blurred_and_distorted_vision,anxiety,drying_and_tingling_lips,fatigue,slurred_speech,nausea,headache,,,,,,,,,,
Hypoglycemia,nausea,anxiety,palpitations,excessive_hunger,slurred_speech,sweating,headache,vomiting,irritability,blurred_and_distorted_vision,fatigue,,,,,,
Hypoglycemia,palpitations,vomiting,nausea,drying_and_tingling_lips,excessive_hunger,blurred_and_distorted_vision,fatigue,rusty_sputum,increased_appetite,,,,,,,,
Hypoglycemia,vomiting,slurred_speech,headache,irritability,sweating,palpitations,excessive_hunger,blurred_and_distorted_vision,fatigue,drying_and_tingling_lips,nausea,diarrhoea,,,,,
Hypoglycemia,drying_and_tingling_lips,anxiety,excessive_hunger,sweating,vomiting,headache,slurred_speech,nausea,,,,,,,,,
Hypoglycemia,headache,drying_and_tingling_lips,excessive_hunger,sweating,anxiety,irritability,fatigue,abnormal_menstruation,,,,,,,,,
Hypoglycemia,anxiety,vomiting,palpitations,nausea,slurred_speech,excessive_hunger,headache,drying_and_tingling_lips,irritability,fatigue,blurred_and_distorted_vision,belly_pain,internal_itching,,,,
Hypoglycemia,excessive_hunger,headache,drying_and_tingling_lips,nausea,irritability,palpitations,slurred_speech,,,,,,,,,,
Hypoglycemia,irritability,anxiety,headache,slurred_speech,palpitations,nausea,excessive_hunger,blurred_and_distorted_vision,drying_and_tingling_lips,fatigue,vomiting,,,,,,
Hypoglycemia,headache,blurred_and_distorted_vision,slurred_speech,palpitations,nausea,drying_and_tingling_lips,excessive_hunger,,,,,,,,,,
Hypoglycemia,headache,fatigue,slurred_speech,excessive_hunger,blurred_and_distorted_vision,nausea,vomiting,irritability,drying_and_tingling_lips,puffy_face_and_eyes,bruising,,,,,,
Hypoglycemia,sweating,palpitations,excessive_hunger,blurred_and_distorted_vision,drying_and_tingling_lips,irritability,anxiety,vomiting,headache,slurred_speech,fatigue,dizziness,,,,,
Hypoglycemia,fatigue,excessive_hunger,slurred_speech,irritability,vomiting,headache,sweating,nausea,anxiety,irregular_sugar_level,itching,,,,,,
Hypoglycemia,palpitations,vomiting,blurred_and_distorted_vision,excessive_hunger,slurred_speech,nausea,fatigue,headache,drying_and_tingling_lips,unsteadiness,,,,,,,
Hypoglycemia,slurred_speech,fatigue,anxiety,nausea,sweating,palpitations,vomiting,drying_and_tingling_lips,excessive_hunger,headache,blurred_and_distorted_vision,,,,,,
Hypoglycemia,palpitations,irritability,sweating,headache,fatigue,vomiting,excessive_hunger,blurred_and_distorted_vision,nausea,drying_and_tingling_lips,anxiety,spotting_urination,,,,,
Hypoglycemia,blurred_and_distorted_vision,irritability,palpitations,sweating,nausea,slurred_speech,headache,fatigue,drying_and_tingling_lips,vomiting,excessive_hunger,visual_disturbances,puffy_face_and_eyes,,,,
Hypoglycemia,anxiety,palpitations,blurred_and_distorted_vision,excessive_hunger,headache,nausea,vomiting,fatigue,drying_and_tingling_lips,slurred_speech,irritability,loss_of_smell,,,,,
Hypoglycemia,irritability,vomiting,fatigue,drying_and_tingling_lips,nausea,blurred_and_distorted_vision,anxiety,shivering,altered_sensorium,,,,,,,,
Hypoglycemia,blurred_and_distorted_vision,drying_and_tingling_lips,nausea,anxiety,excessive_hunger,headache,fatigue,loss_of_smell,,,,,,,,,
Hypoglycemia,nausea,slurred_speech,anxiety,excessive_hunger,drying_and_tingling_lips,palpitations,headache,weakness_of_one_body_side,stomach_bleeding,,,,,,,,
Hypoglycemia,palpitations,blurred_and_distorted_vision,slurred_speech,sweating,headache,drying_and_tingling_lips,irritability,excessive_hunger,anxiety,fatigue,,,,,,,
Hypoglycemia,blurred_and_distorted_vision,slurred_speech,vomiting,excessive_hunger,irritability,anxiety,nausea,sweating,headache,fatigue,drying_and_tingling_lips,,,,,,
Hypoglycemia,anxiety,sweating,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,fatigue,vomiting,restlessness,rusty_sputum,,,,,,,,
Hypoglycemia,excessive_hunger,drying_and_tingling_lips,palpitations,blurred_and_distorted_vision,nausea,sweating,slurred_speech,anxiety,irritability,fatigue,vomiting,,,,,,
Hypoglycemia,headache,slurred_speech,nausea,excessive_hunger,sweating,palpitations,irritability,blurred_and_distorted_vision,fatigue,yellow_crust_ooze,pain_during_bowel_motions,,,,,,
Hypoglycemia,slurred_speech,sweating,headache,anxiety,nausea,drying_and_tingling_lips,blurred_and_distorted_vision,fatigue,bloody_stool,,,,,,,,
Hypoglycemia,blurred_and_distorted_vision,fatigue,irritability,nausea,slurred_speech,palpitations,excessive_hunger,vomiting,anxiety,back_pain,congestion,,,,,,
Hypoglycemia,drying_and_tingling_lips,anxiety,irritability,vomiting,nausea,palpitations,sweating,blurred_and_distorted_vision,slurred_speech,obesity,,,,,,,
Hypoglycemia,fatigue,slurred_speech,nausea,drying_and_tingling_lips,anxiety,irritability,palpitations,malaise,toxic_look_(typhos),,,,,,,,
Hypoglycemia,drying_and_tingling_lips,nausea,headache,blurred_and_distorted_vision,slurred_speech,anxiety,irritability,fatigue,history_of_alcohol_consumption,,,,,,,,
Hypoglycemia,sweating,headache,nausea,excessive_hunger,blurred_and_distorted_vision,drying_and_tingling_lips,vomiting,slurred_speech,fatigue,anxiety,,,,,,,
Hypoglycemia,fatigue,palpitations,drying_and_tingling_lips,headache,irritability,vomiting,excessive_hunger,sweating,anxiety,slurred_speech,nodal_skin_eruptions,,,,,,
Hypoglycemia,slurred_speech,palpitations,vomiting,anxiety,fatigue,irritability,sweating,headache,drying_and_tingling_lips,nausea,,,,,,,
Hypoglycemia,headache,nausea,vomiting,slurred_speech,fatigue,anxiety,drying_and_tingling_lips,blurred_and_distorted_vision,palpitations,irritability,sweating,,,,,,
Hypoglycemia,vomiting,blurred_and_distorted_vision,headache,anxiety,sweating,slurred_speech,palpitations,nausea,irritability,excessive_hunger,swelling_of_stomach,continuous_feel_of_urine,,,,,
Hypoglycemia,anxiety,irritability,nausea,excessive_hunger,headache,drying_and_tingling_lips,slurred_speech,fatigue,,,,,,,,,
Hypoglycemia,headache,anxiety,drying_and_tingling_lips,excessive_hunger,fatigue,nausea,vomiting,blurred_and_distorted_vision,slurred_speech,irritability,sweating,,,,,,
Hypoglycemia,headache,fatigue,vomiting,drying_and_tingling_lips,palpitations,irritability,sweating,lack_of_concentration,,,,,,,,,
Hypoglycemia,palpitations,excessive_hunger,sweating,slurred_speech,vomiting,fatigue,nausea,drying_and_tingling_lips,anxiety,headache,loss_of_appetite,watering_from_eyes,,,,,
Hypoglycemia,blurred_and_distorted_vision,drying_and_tingling_lips,sweating,slurred_speech,fatigue,vomiting,anxiety,excessive_hunger,fluid_overload.1,,,,,,,,
Hypoglycemia,excessive_hunger,irritability,headache,nausea,palpitations,blurred_and_distorted_vision,drying_and_tingling_lips,obesity,receiving_blood_transfusion,,,,,,,,
Hypoglycemia,irritability,drying_and_tingling_lips,excessive_hunger,vomiting,fatigue,blurred_and_distorted_vision,anxiety,,,,,,,,,,
Hypoglycemia,sweating,nausea,irritability,headache,anxiety,excessive_hunger,blurred_and_distorted_vision,palpitations,slurred_speech,vomiting,drying_and_tingling_lips,mucoid_sputum,muscle_wasting,,,,
Hypoglycemia,anxiety,palpitations,drying_and_tingling_lips,irritability,headache,fatigue,blurred_and_distorted_vision,vomiting,sweating,excessive_hunger,,,,,,,
Hypoglycemia,vomiting,drying_and_tingling_lips,blurred_and_distorted_vision,irritability,nausea,palpitations,sweating,fatigue,headache,dark_urine,yellow_urine,,,,,,
Hypoglycemia,irritability,fatigue,headache,excessive_hunger,slurred_speech,palpitations,drying_and_tingling_lips,small_dents_in_nails,pus_filled_pimples,,,,,,,,
Hypoglycemia,fatigue,headache,anxiety,irritability,drying_and_tingling_lips,palpitations,slurred_speech,nausea,blurred_and_distorted_vision,,,,,,,,
Hypoglycemia,sweating,palpitations,irritability,nausea,vomiting,excessive_hunger,headache,inflammatory_nails,,,,,,,,,
Hypoglycemia,slurred_speech,nausea,fatigue,excessive_hunger,drying_and_tingling_lips,headache,irritability,,,,,,,,,,
Hypoglycemia,headache,drying_and_tingling_lips,vomiting,irritability,nausea,palpitations,slurred_speech,fatigue,sweating,blurred_and_distorted_vision,dizziness,high_fever,,,,,
Hypoglycemia,slurred_speech,headache,sweating,anxiety,vomiting,irritability,excessive_hunger,fatigue,drying_and_tingling_lips,nausea,palpitations,,,,,,
Hypoglycemia,headache,nausea,palpitations,vomiting,anxiety,excessive_hunger,drying_and_tingling_lips,blurred_and_distorted_vision,sweating,fatigue,mood_swings,,,,,,
Hypoglycemia,palpitations,vomiting,nausea,sweating,fatigue,excessive_hunger,irritability,headache,slurred_speech,anxiety,blurred_and_distorted_vision,,,,,,
Hypoglycemia,slurred_speech,headache,excessive_hunger,anxiety,sweating,irritability,drying_and_tingling_lips,vomiting,palpitations,blurred_and_distorted_vision,nausea,,,,,,
Hypoglycemia,drying_and_tingling_lips,irritability,headache,nausea,blurred_and_distorted_vision,vomiting,sweating,fatigue,anxiety,excessive_hunger,toxic_look_(typhos),increased_appetite,,,,,
Hypoglycemia,vomiting,nausea,irritability,sweating,drying_and_tingling_lips,anxiety,blurred_and_distorted_vision,excessive_hunger,palpitations,hip_joint_pain,movement_stiffness,,,,,,
Hypoglycemia,slurred_speech,sweating,nausea,drying_and_tingling_lips,excessive_hunger,vomiting,headache,blurred_and_distorted_vision,palpitations,irritability,fatigue,obesity,,,,,
Hypoglycemia,slurred_speech,anxiety,headache,nausea,fatigue,palpitations,excessive_hunger,drying_and_tingling_lips,sweating,irritability,blurred_and_distorted_vision,,,,,,
Hypoglycemia,blurred_and_distorted_vision,nausea,sweating,excessive_hunger,headache,fatigue,anxiety,palpitations,drying_and_tingling_lips,irritability,vomiting,,,,,,
Hypoglycemia,vomiting,drying_and_tingling_lips,palpitations,irritability,excessive_hunger,slurred_speech,sweating,headache,,,,,,,,,
Hypoglycemia,nausea,sweating,slurred_speech,excessive_hunger,anxiety,vomiting,headache,palpitations,fatigue,drying_and_tingling_lips,weight_gain,,,,,,
Hypoglycemia,nausea,vomiting,drying_and_tingling_lips,blurred_and_distorted_vision,anxiety,irritability,slurred_speech,palpitations,pain_in_anal_region,spotting_urination,,,,,,,
Hypoglycemia,nausea,vomiting,palpitations,fatigue,slurred_speech,excessive_hunger,anxiety,altered_sensorium,cough,,,,,,,,
Hypoglycemia,vomiting,headache,blurred_and_distorted_vision,nausea,sweating,anxiety,excessive_hunger,,,,,,,,,,
Hypoglycemia,slurred_speech,fatigue,nausea,sweating,vomiting,blurred_and_distorted_vision,irritability,,,,,,,,,,
Hypoglycemia,excessive_hunger,anxiety,palpitations,vomiting,slurred_speech,sweating,nausea,fatigue,drying_and_tingling_lips,silver_like_dusting,,,,,,,
Hypoglycemia,fatigue,slurred_speech,nausea,headache,drying_and_tingling_lips,vomiting,blurred_and_distorted_vision,palpitations,irritability,blister,,,,,,,
Hypoglycemia,irritability,palpitations,blurred_and_distorted_vision,slurred_speech,fatigue,drying_and_tingling_lips,sweating,rusty_sputum,movement_stiffness,,,,,,,,
Hypoglycemia,vomiting,nausea,drying_and_tingling_lips,irritability,fatigue,sweating,anxiety,excessive_hunger,slurred_speech,blurred_and_distorted_vision,headache,blackheads,,,,,
Hypoglycemia,drying_and_tingling_lips,fatigue,anxiety,vomiting,excessive_hunger,slurred_speech,palpitations,blurred_and_distorted_vision,nausea,,,,,,,,
Hypoglycemia,nausea,vomiting,headache,irritability,blurred_and_distorted_vision,fatigue,drying_and_tingling_lips,slurred_speech,sweating,anxiety,passage_of_gases,abnormal_menstruation,,,,,
Hypoglycemia,vomiting,nausea,fatigue,anxiety,drying_and_tingling_lips,sweating,headache,slurred_speech,palpitations,,,,,,,,
Hypoglycemia,blurred_and_distorted_vision,anxiety,fatigue,vomiting,drying_and_tingling_lips,irritability,sweating,palpitations,slurred_speech,excessive_hunger,,,,,,,
Hypoglycemia,palpitations,drying_and_tingling_lips,fatigue,excessive_hunger,nausea,slurred_speech,irritability,sweating,headache,vomiting,blurred_and_distorted_vision,muscle_wasting,polyuria,,,,
Hypoglycemia,vomiting,excessive_hunger,irritability,palpitations,sweating,fatigue,slurred_speech,drying_and_tingling_lips,nausea,diarrhoea,,,,,,,
Hypoglycemia,irritability,nausea,vomiting,anxiety,blurred_and_distorted_vision,excessive_hunger,slurred_speech,red_spots_over_body,red_sore_around_nose,,,,,,,,
Hypoglycemia,anxiety,fatigue,blurred_and_distorted_vision,palpitations,slurred_speech,drying_and_tingling_lips,sweating,vomiting,breathlessness,foul_smell_of_urine,,,,,,,
Hypoglycemia,anxiety,drying_and_tingling_lips,slurred_speech,palpitations,excessive_hunger,fatigue,headache,blurred_and_distorted_vision,knee_pain,,,,,,,,
Hypoglycemia,excessive_hunger,palpitations,vomiting,drying_and_tingling_lips,slurred_speech,irritability,headache,sweating,anxiety,,,,,,,,
